"Tissue","Quantile","Signature","Scale","Value"
"OV","30%","SBS4","exome",NA
"OV","35%","SBS4","exome",NA
"OV","40%","SBS4","exome",NA
"OV","45%","SBS4","exome",NA
"OV","50%","SBS4","exome",NA
"OV","55%","SBS4","exome",NA
"OV","60%","SBS4","exome",NA
"OV","65%","SBS4","exome",NA
"OV","70%","SBS4","exome",NA
"OV","75%","SBS4","exome",NA
"OV","80%","SBS4","exome",NA
"OV","85%","SBS4","exome",NA
"OV","90%","SBS4","exome",NA
"OV","95%","SBS4","exome",NA
"OV","5%","SBS5","genome",5.228
"OV","10%","SBS5","genome",8.52
"OV","15%","SBS5","genome",12.792
"OV","20%","SBS5","genome",14.596
"OV","25%","SBS5","genome",18.1
"OV","30%","SBS5","genome",21.584
"OV","35%","SBS5","genome",25.2
"OV","40%","SBS5","genome",27.464
"OV","45%","SBS5","genome",28.784
"OV","50%","SBS5","genome",30.24
"OV","55%","SBS5","genome",31.006
"OV","60%","SBS5","genome",35.292
"OV","65%","SBS5","genome",39.044
"OV","70%","SBS5","genome",44.788
"OV","75%","SBS5","genome",47.24
"OV","80%","SBS5","genome",49.364
"OV","85%","SBS5","genome",54.398
"OV","90%","SBS5","genome",61.44
"OV","95%","SBS5","genome",76.954
"OV","5%","SBS5","exome",0.459
"OV","10%","SBS5","exome",0.486
"OV","15%","SBS5","exome",0.499
"OV","20%","SBS5","exome",0.644
"OV","25%","SBS5","exome",0.815
"OV","30%","SBS5","exome",1.01
"OV","35%","SBS5","exome",1.062
"OV","40%","SBS5","exome",1.14
"OV","45%","SBS5","exome",1.335
"OV","50%","SBS5","exome",1.79
"OV","55%","SBS5","exome",2.362
"OV","60%","SBS5","exome",3.064
"OV","65%","SBS5","exome",3.424
"OV","70%","SBS5","exome",3.63
"OV","75%","SBS5","exome",3.825
"OV","80%","SBS5","exome",4.028
"OV","85%","SBS5","exome",4.226
"OV","90%","SBS5","exome",4.304
"OV","95%","SBS5","exome",4.354
"OV","5%","SBS6","genome",NA
"OV","10%","SBS6","genome",NA
"OV","15%","SBS6","genome",NA
"OV","20%","SBS6","genome",NA
"OV","25%","SBS6","genome",NA
"OV","30%","SBS6","genome",NA
"OV","35%","SBS6","genome",NA
"OV","40%","SBS6","genome",NA
"OV","45%","SBS6","genome",NA
"OV","50%","SBS6","genome",NA
"OV","55%","SBS6","genome",NA
"OV","60%","SBS6","genome",NA
"OV","65%","SBS6","genome",NA
"OV","70%","SBS6","genome",NA
"OV","75%","SBS6","genome",NA
"OV","80%","SBS6","genome",NA
"OV","85%","SBS6","genome",NA
"OV","90%","SBS6","genome",NA
"OV","95%","SBS6","genome",NA
"OV","5%","SBS6","exome",NA
"OV","10%","SBS6","exome",NA
"OV","15%","SBS6","exome",NA
"OV","20%","SBS6","exome",NA
"OV","25%","SBS6","exome",NA
"OV","30%","SBS6","exome",NA
"OV","35%","SBS6","exome",NA
"OV","40%","SBS6","exome",NA
"OV","45%","SBS6","exome",NA
"OV","50%","SBS6","exome",NA
"OV","55%","SBS6","exome",NA
"OV","60%","SBS6","exome",NA
"OV","65%","SBS6","exome",NA
"OV","70%","SBS6","exome",NA
"OV","75%","SBS6","exome",NA
"OV","80%","SBS6","exome",NA
"OV","85%","SBS6","exome",NA
"OV","90%","SBS6","exome",NA
"OV","95%","SBS6","exome",NA
"OV","5%","SBS7a","genome",NA
"OV","10%","SBS7a","genome",NA
"OV","15%","SBS7a","genome",NA
"OV","20%","SBS7a","genome",NA
"OV","25%","SBS7a","genome",NA
"OV","30%","SBS7a","genome",NA
"OV","35%","SBS7a","genome",NA
"OV","40%","SBS7a","genome",NA
"OV","45%","SBS7a","genome",NA
"OV","50%","SBS7a","genome",NA
"OV","55%","SBS7a","genome",NA
"OV","60%","SBS7a","genome",NA
"OV","65%","SBS7a","genome",NA
"OV","70%","SBS7a","genome",NA
"OV","75%","SBS7a","genome",NA
"OV","80%","SBS7a","genome",NA
"OV","85%","SBS7a","genome",NA
"OV","90%","SBS7a","genome",NA
"OV","95%","SBS7a","genome",NA
"OV","5%","SBS7a","exome",NA
"OV","10%","SBS7a","exome",NA
"OV","15%","SBS7a","exome",NA
"OV","20%","SBS7a","exome",NA
"OV","25%","SBS7a","exome",NA
"OV","30%","SBS7a","exome",NA
"OV","35%","SBS7a","exome",NA
"OV","40%","SBS7a","exome",NA
"OV","45%","SBS7a","exome",NA
"OV","50%","SBS7a","exome",NA
"OV","55%","SBS7a","exome",NA
"OV","60%","SBS7a","exome",NA
"OV","65%","SBS7a","exome",NA
"OV","70%","SBS7a","exome",NA
"OV","75%","SBS7a","exome",NA
"OV","80%","SBS7a","exome",NA
"OV","85%","SBS7a","exome",NA
"OV","90%","SBS7a","exome",NA
"OV","95%","SBS7a","exome",NA
"OV","5%","SBS7b","genome",NA
"OV","10%","SBS7b","genome",NA
"OV","15%","SBS7b","genome",NA
"OV","20%","SBS7b","genome",NA
"OV","25%","SBS7b","genome",NA
"OV","30%","SBS7b","genome",NA
"OV","35%","SBS7b","genome",NA
"OV","40%","SBS7b","genome",NA
"OV","45%","SBS7b","genome",NA
"OV","50%","SBS7b","genome",NA
"OV","55%","SBS7b","genome",NA
"OV","60%","SBS7b","genome",NA
"OV","65%","SBS7b","genome",NA
"OV","70%","SBS7b","genome",NA
"OV","75%","SBS7b","genome",NA
"OV","80%","SBS7b","genome",NA
"OV","85%","SBS7b","genome",NA
"OV","90%","SBS7b","genome",NA
"OV","95%","SBS7b","genome",NA
"OV","5%","SBS7b","exome",1.8
"OV","10%","SBS7b","exome",1.8
"OV","15%","SBS7b","exome",1.8
"OV","20%","SBS7b","exome",1.8
"OV","25%","SBS7b","exome",1.8
"OV","30%","SBS7b","exome",1.8
"OV","35%","SBS7b","exome",1.8
"OV","40%","SBS7b","exome",1.8
"OV","45%","SBS7b","exome",1.8
"OV","50%","SBS7b","exome",1.8
"OV","55%","SBS7b","exome",1.8
"OV","60%","SBS7b","exome",1.8
"OV","65%","SBS7b","exome",1.8
"OV","70%","SBS7b","exome",1.8
"OV","75%","SBS7b","exome",1.8
"OV","80%","SBS7b","exome",1.8
"OV","85%","SBS7b","exome",1.8
"OV","90%","SBS7b","exome",1.8
"OV","95%","SBS7b","exome",1.8
"OV","5%","SBS7c","genome",NA
"OV","10%","SBS7c","genome",NA
"OV","15%","SBS7c","genome",NA
"OV","20%","SBS7c","genome",NA
"OV","25%","SBS7c","genome",NA
"OV","30%","SBS7c","genome",NA
"OV","35%","SBS7c","genome",NA
"OV","40%","SBS7c","genome",NA
"OV","45%","SBS7c","genome",NA
"OV","50%","SBS7c","genome",NA
"OV","55%","SBS7c","genome",NA
"OV","60%","SBS7c","genome",NA
"OV","65%","SBS7c","genome",NA
"OV","70%","SBS7c","genome",NA
"OV","75%","SBS7c","genome",NA
"OV","80%","SBS7c","genome",NA
"OV","85%","SBS7c","genome",NA
"OV","90%","SBS7c","genome",NA
"OV","95%","SBS7c","genome",NA
"OV","5%","SBS7c","exome",NA
"OV","10%","SBS7c","exome",NA
"OV","15%","SBS7c","exome",NA
"OV","20%","SBS7c","exome",NA
"OV","25%","SBS7c","exome",NA
"OV","30%","SBS7c","exome",NA
"OV","35%","SBS7c","exome",NA
"OV","40%","SBS7c","exome",NA
"OV","45%","SBS7c","exome",NA
"OV","50%","SBS7c","exome",NA
"OV","55%","SBS7c","exome",NA
"OV","60%","SBS7c","exome",NA
"OV","65%","SBS7c","exome",NA
"OV","70%","SBS7c","exome",NA
"OV","75%","SBS7c","exome",NA
"OV","80%","SBS7c","exome",NA
"OV","85%","SBS7c","exome",NA
"OV","90%","SBS7c","exome",NA
"OV","95%","SBS7c","exome",NA
"OV","5%","SBS7d","genome",NA
"OV","10%","SBS7d","genome",NA
"OV","15%","SBS7d","genome",NA
"OV","20%","SBS7d","genome",NA
"OV","25%","SBS7d","genome",NA
"OV","30%","SBS7d","genome",NA
"OV","35%","SBS7d","genome",NA
"OV","40%","SBS7d","genome",NA
"OV","45%","SBS7d","genome",NA
"OV","50%","SBS7d","genome",NA
"OV","55%","SBS7d","genome",NA
"OV","60%","SBS7d","genome",NA
"OV","65%","SBS7d","genome",NA
"OV","70%","SBS7d","genome",NA
"OV","75%","SBS7d","genome",NA
"OV","80%","SBS7d","genome",NA
"OV","85%","SBS7d","genome",NA
"OV","90%","SBS7d","genome",NA
"OV","95%","SBS7d","genome",NA
"OV","5%","SBS7d","exome",0.24
"OV","10%","SBS7d","exome",0.24
"OV","15%","SBS7d","exome",0.24
"OV","20%","SBS7d","exome",0.24
"OV","25%","SBS7d","exome",0.24
"OV","30%","SBS7d","exome",0.24
"OV","35%","SBS7d","exome",0.24
"OV","40%","SBS7d","exome",0.24
"OV","45%","SBS7d","exome",0.24
"OV","50%","SBS7d","exome",0.24
"OV","55%","SBS7d","exome",0.24
"OV","60%","SBS7d","exome",0.24
"OV","65%","SBS7d","exome",0.24
"OV","70%","SBS7d","exome",0.24
"OV","75%","SBS7d","exome",0.24
"OV","80%","SBS7d","exome",0.24
"OV","85%","SBS7d","exome",0.24
"OV","90%","SBS7d","exome",0.24
"OV","95%","SBS7d","exome",0.24
"OV","5%","SBS8","genome",18.902
"OV","10%","SBS8","genome",19.784
"OV","15%","SBS8","genome",20.666
"OV","20%","SBS8","genome",21.548
"OV","25%","SBS8","genome",22.43
"OV","30%","SBS8","genome",23.312
"OV","35%","SBS8","genome",24.96
"OV","40%","SBS8","genome",28.14
"OV","45%","SBS8","genome",31.32
"OV","50%","SBS8","genome",34.5
"OV","55%","SBS8","genome",34.794
"OV","60%","SBS8","genome",35.088
"OV","65%","SBS8","genome",35.382
"OV","70%","SBS8","genome",38.776
"OV","75%","SBS8","genome",43.72
"OV","80%","SBS8","genome",48.664
"OV","85%","SBS8","genome",52.094
"OV","90%","SBS8","genome",52.496
"OV","95%","SBS8","genome",52.898
"OV","5%","SBS8","exome",NA
"OV","10%","SBS8","exome",NA
"OV","15%","SBS8","exome",NA
"OV","20%","SBS8","exome",NA
"OV","25%","SBS8","exome",NA
"OV","30%","SBS8","exome",NA
"OV","35%","SBS8","exome",NA
"OV","40%","SBS8","exome",NA
"OV","45%","SBS8","exome",NA
"OV","50%","SBS8","exome",NA
"OV","55%","SBS8","exome",NA
"OV","60%","SBS8","exome",NA
"OV","65%","SBS8","exome",NA
"OV","70%","SBS8","exome",NA
"OV","75%","SBS8","exome",NA
"OV","80%","SBS8","exome",NA
"OV","85%","SBS8","exome",NA
"OV","90%","SBS8","exome",NA
"OV","95%","SBS8","exome",NA
"OV","5%","SBS9","genome",NA
"OV","10%","SBS9","genome",NA
"OV","15%","SBS9","genome",NA
"OV","20%","SBS9","genome",NA
"OV","25%","SBS9","genome",NA
"OV","30%","SBS9","genome",NA
"OV","35%","SBS9","genome",NA
"OV","40%","SBS9","genome",NA
"OV","45%","SBS9","genome",NA
"OV","50%","SBS9","genome",NA
"OV","55%","SBS9","genome",NA
"OV","60%","SBS9","genome",NA
"OV","65%","SBS9","genome",NA
"OV","70%","SBS9","genome",NA
"OV","75%","SBS9","genome",NA
"OV","80%","SBS9","genome",NA
"OV","85%","SBS9","genome",NA
"OV","90%","SBS9","genome",NA
"OV","95%","SBS9","genome",NA
"OV","5%","SBS9","exome",NA
"OV","10%","SBS9","exome",NA
"OV","15%","SBS9","exome",NA
"OV","20%","SBS9","exome",NA
"OV","25%","SBS9","exome",NA
"OV","30%","SBS9","exome",NA
"OV","35%","SBS9","exome",NA
"OV","40%","SBS9","exome",NA
"OV","45%","SBS9","exome",NA
"OV","50%","SBS9","exome",NA
"OV","55%","SBS9","exome",NA
"OV","60%","SBS9","exome",NA
"OV","65%","SBS9","exome",NA
"OV","70%","SBS9","exome",NA
"OV","75%","SBS9","exome",NA
"OV","80%","SBS9","exome",NA
"OV","85%","SBS9","exome",NA
"OV","90%","SBS9","exome",NA
"OV","95%","SBS9","exome",NA
"OV","5%","SBS10a","genome",NA
"OV","10%","SBS10a","genome",NA
"OV","15%","SBS10a","genome",NA
"OV","20%","SBS10a","genome",NA
"OV","25%","SBS10a","genome",NA
"OV","30%","SBS10a","genome",NA
"OV","35%","SBS10a","genome",NA
"OV","40%","SBS10a","genome",NA
"OV","45%","SBS10a","genome",NA
"OV","50%","SBS10a","genome",NA
"OV","55%","SBS10a","genome",NA
"OV","60%","SBS10a","genome",NA
"OV","65%","SBS10a","genome",NA
"OV","70%","SBS10a","genome",NA
"OV","75%","SBS10a","genome",NA
"OV","80%","SBS10a","genome",NA
"OV","85%","SBS10a","genome",NA
"OV","90%","SBS10a","genome",NA
"OV","95%","SBS10a","genome",NA
"OV","5%","SBS10a","exome",NA
"OV","10%","SBS10a","exome",NA
"OV","15%","SBS10a","exome",NA
"OV","20%","SBS10a","exome",NA
"OV","25%","SBS10a","exome",NA
"OV","30%","SBS10a","exome",NA
"OV","35%","SBS10a","exome",NA
"OV","40%","SBS10a","exome",NA
"OV","45%","SBS10a","exome",NA
"OV","50%","SBS10a","exome",NA
"OV","55%","SBS10a","exome",NA
"OV","60%","SBS10a","exome",NA
"OV","65%","SBS10a","exome",NA
"OV","70%","SBS10a","exome",NA
"OV","75%","SBS10a","exome",NA
"OV","80%","SBS10a","exome",NA
"OV","85%","SBS10a","exome",NA
"OV","90%","SBS10a","exome",NA
"OV","95%","SBS10a","exome",NA
"OV","5%","SBS10b","genome",NA
"OV","10%","SBS10b","genome",NA
"OV","15%","SBS10b","genome",NA
"OV","20%","SBS10b","genome",NA
"OV","25%","SBS10b","genome",NA
"OV","30%","SBS10b","genome",NA
"OV","35%","SBS10b","genome",NA
"OV","40%","SBS10b","genome",NA
"OV","45%","SBS10b","genome",NA
"OV","50%","SBS10b","genome",NA
"OV","55%","SBS10b","genome",NA
"OV","60%","SBS10b","genome",NA
"OV","65%","SBS10b","genome",NA
"OV","70%","SBS10b","genome",NA
"OV","75%","SBS10b","genome",NA
"OV","80%","SBS10b","genome",NA
"OV","85%","SBS10b","genome",NA
"OV","90%","SBS10b","genome",NA
"OV","95%","SBS10b","genome",NA
"OV","5%","SBS10b","exome",NA
"OV","10%","SBS10b","exome",NA
"OV","15%","SBS10b","exome",NA
"OV","20%","SBS10b","exome",NA
"OV","25%","SBS10b","exome",NA
"OV","30%","SBS10b","exome",NA
"OV","35%","SBS10b","exome",NA
"OV","40%","SBS10b","exome",NA
"OV","45%","SBS10b","exome",NA
"OV","50%","SBS10b","exome",NA
"OV","55%","SBS10b","exome",NA
"OV","60%","SBS10b","exome",NA
"OV","65%","SBS10b","exome",NA
"OV","70%","SBS10b","exome",NA
"OV","75%","SBS10b","exome",NA
"OV","80%","SBS10b","exome",NA
"OV","85%","SBS10b","exome",NA
"OV","90%","SBS10b","exome",NA
"OV","95%","SBS10b","exome",NA
"OV","5%","SBS11","genome",NA
"OV","10%","SBS11","genome",NA
"OV","15%","SBS11","genome",NA
"OV","20%","SBS11","genome",NA
"OV","25%","SBS11","genome",NA
"OV","30%","SBS11","genome",NA
"OV","35%","SBS11","genome",NA
"OV","40%","SBS11","genome",NA
"OV","45%","SBS11","genome",NA
"OV","50%","SBS11","genome",NA
"OV","55%","SBS11","genome",NA
"OV","60%","SBS11","genome",NA
"OV","65%","SBS11","genome",NA
"OV","70%","SBS11","genome",NA
"OV","75%","SBS11","genome",NA
"OV","80%","SBS11","genome",NA
"OV","85%","SBS11","genome",NA
"OV","90%","SBS11","genome",NA
"OV","95%","SBS11","genome",NA
"OV","5%","SBS11","exome",NA
"OV","10%","SBS11","exome",NA
"OV","15%","SBS11","exome",NA
"OV","20%","SBS11","exome",NA
"OV","25%","SBS11","exome",NA
"OV","30%","SBS11","exome",NA
"OV","35%","SBS11","exome",NA
"OV","40%","SBS11","exome",NA
"OV","45%","SBS11","exome",NA
"OV","50%","SBS11","exome",NA
"OV","55%","SBS11","exome",NA
"OV","60%","SBS11","exome",NA
"OV","65%","SBS11","exome",NA
"OV","70%","SBS11","exome",NA
"OV","75%","SBS11","exome",NA
"OV","80%","SBS11","exome",NA
"OV","85%","SBS11","exome",NA
"OV","90%","SBS11","exome",NA
"OV","95%","SBS11","exome",NA
"OV","5%","SBS12","genome",NA
"OV","10%","SBS12","genome",NA
"OV","15%","SBS12","genome",NA
"OV","20%","SBS12","genome",NA
"OV","25%","SBS12","genome",NA
"OV","30%","SBS12","genome",NA
"OV","35%","SBS12","genome",NA
"OV","40%","SBS12","genome",NA
"OV","45%","SBS12","genome",NA
"OV","50%","SBS12","genome",NA
"OV","55%","SBS12","genome",NA
"OV","60%","SBS12","genome",NA
"OV","65%","SBS12","genome",NA
"OV","70%","SBS12","genome",NA
"OV","75%","SBS12","genome",NA
"OV","80%","SBS12","genome",NA
"OV","85%","SBS12","genome",NA
"OV","90%","SBS12","genome",NA
"OV","95%","SBS12","genome",NA
"OV","5%","SBS12","exome",NA
"OV","10%","SBS12","exome",NA
"OV","15%","SBS12","exome",NA
"OV","20%","SBS12","exome",NA
"OV","25%","SBS12","exome",NA
"OV","30%","SBS12","exome",NA
"OV","35%","SBS12","exome",NA
"OV","40%","SBS12","exome",NA
"OV","45%","SBS12","exome",NA
"OV","50%","SBS12","exome",NA
"OV","55%","SBS12","exome",NA
"OV","60%","SBS12","exome",NA
"OV","65%","SBS12","exome",NA
"OV","70%","SBS12","exome",NA
"OV","75%","SBS12","exome",NA
"OV","80%","SBS12","exome",NA
"OV","85%","SBS12","exome",NA
"OV","90%","SBS12","exome",NA
"OV","95%","SBS12","exome",NA
"OV","5%","SBS13","genome",1.764
"OV","10%","SBS13","genome",1.952
"OV","15%","SBS13","genome",2.888
"OV","20%","SBS13","genome",3.5
"OV","25%","SBS13","genome",3.73
"OV","30%","SBS13","genome",4.36
"OV","35%","SBS13","genome",5.266
"OV","40%","SBS13","genome",5.708
"OV","45%","SBS13","genome",6.11
"OV","50%","SBS13","genome",6.48
"OV","55%","SBS13","genome",6.774
"OV","60%","SBS13","genome",7.236
"OV","65%","SBS13","genome",8.08600000000001
"OV","70%","SBS13","genome",9.42
"OV","75%","SBS13","genome",10.14
"OV","80%","SBS13","genome",11.316
"OV","85%","SBS13","genome",13.216
"OV","90%","SBS13","genome",15.684
"OV","95%","SBS13","genome",27.394
"OV","5%","SBS13","exome",0.24
"OV","10%","SBS13","exome",0.24
"OV","15%","SBS13","exome",0.24
"OV","20%","SBS13","exome",0.24
"OV","25%","SBS13","exome",0.24
"OV","30%","SBS13","exome",0.24
"OV","35%","SBS13","exome",0.259
"OV","40%","SBS13","exome",0.316
"OV","45%","SBS13","exome",0.373
"OV","50%","SBS13","exome",0.43
"OV","55%","SBS13","exome",0.487
"OV","60%","SBS13","exome",0.544
"OV","65%","SBS13","exome",0.601
"OV","70%","SBS13","exome",0.658
"OV","75%","SBS13","exome",0.715
"OV","80%","SBS13","exome",0.772
"OV","85%","SBS13","exome",0.829
"OV","90%","SBS13","exome",0.886
"OV","95%","SBS13","exome",0.943
"OV","5%","SBS14","genome",NA
"OV","10%","SBS14","genome",NA
"OV","15%","SBS14","genome",NA
"OV","20%","SBS14","genome",NA
"OV","25%","SBS14","genome",NA
"OV","30%","SBS14","genome",NA
"OV","35%","SBS14","genome",NA
"OV","40%","SBS14","genome",NA
"OV","45%","SBS14","genome",NA
"OV","50%","SBS14","genome",NA
"OV","55%","SBS14","genome",NA
"OV","60%","SBS14","genome",NA
"OV","65%","SBS14","genome",NA
"OV","70%","SBS14","genome",NA
"OV","75%","SBS14","genome",NA
"OV","80%","SBS14","genome",NA
"OV","85%","SBS14","genome",NA
"OV","90%","SBS14","genome",NA
"OV","95%","SBS14","genome",NA
"OV","5%","SBS14","exome",NA
"OV","10%","SBS14","exome",NA
"OV","15%","SBS14","exome",NA
"OV","20%","SBS14","exome",NA
"OV","25%","SBS14","exome",NA
"OV","30%","SBS14","exome",NA
"OV","35%","SBS14","exome",NA
"OV","40%","SBS14","exome",NA
"OV","45%","SBS14","exome",NA
"OV","50%","SBS14","exome",NA
"OV","55%","SBS14","exome",NA
"OV","60%","SBS14","exome",NA
"OV","65%","SBS14","exome",NA
"OV","70%","SBS14","exome",NA
"OV","75%","SBS14","exome",NA
"OV","80%","SBS14","exome",NA
"OV","85%","SBS14","exome",NA
"OV","90%","SBS14","exome",NA
"OV","95%","SBS14","exome",NA
"OV","5%","SBS15","genome",NA
"OV","10%","SBS15","genome",NA
"OV","15%","SBS15","genome",NA
"OV","20%","SBS15","genome",NA
"OV","25%","SBS15","genome",NA
"OV","30%","SBS15","genome",NA
"OV","35%","SBS15","genome",NA
"OV","40%","SBS15","genome",NA
"OV","45%","SBS15","genome",NA
"OV","50%","SBS15","genome",NA
"OV","55%","SBS15","genome",NA
"OV","60%","SBS15","genome",NA
"OV","65%","SBS15","genome",NA
"OV","70%","SBS15","genome",NA
"OV","75%","SBS15","genome",NA
"OV","80%","SBS15","genome",NA
"OV","85%","SBS15","genome",NA
"OV","90%","SBS15","genome",NA
"OV","95%","SBS15","genome",NA
"OV","5%","SBS15","exome",NA
"OV","10%","SBS15","exome",NA
"OV","15%","SBS15","exome",NA
"OV","20%","SBS15","exome",NA
"OV","25%","SBS15","exome",NA
"OV","30%","SBS15","exome",NA
"OV","35%","SBS15","exome",NA
"OV","40%","SBS15","exome",NA
"OV","45%","SBS15","exome",NA
"OV","50%","SBS15","exome",NA
"OV","55%","SBS15","exome",NA
"OV","60%","SBS15","exome",NA
"OV","65%","SBS15","exome",NA
"OV","70%","SBS15","exome",NA
"OV","75%","SBS15","exome",NA
"OV","80%","SBS15","exome",NA
"OV","85%","SBS15","exome",NA
"OV","90%","SBS15","exome",NA
"OV","95%","SBS15","exome",NA
"OV","5%","SBS16","genome",NA
"OV","10%","SBS16","genome",NA
"OV","15%","SBS16","genome",NA
"OV","20%","SBS16","genome",NA
"OV","25%","SBS16","genome",NA
"OV","30%","SBS16","genome",NA
"OV","35%","SBS16","genome",NA
"OV","40%","SBS16","genome",NA
"OV","45%","SBS16","genome",NA
"OV","50%","SBS16","genome",NA
"OV","55%","SBS16","genome",NA
"OV","60%","SBS16","genome",NA
"OV","65%","SBS16","genome",NA
"OV","70%","SBS16","genome",NA
"OV","75%","SBS16","genome",NA
"OV","80%","SBS16","genome",NA
"OV","85%","SBS16","genome",NA
"OV","90%","SBS16","genome",NA
"OV","95%","SBS16","genome",NA
"OV","5%","SBS16","exome",NA
"OV","10%","SBS16","exome",NA
"OV","15%","SBS16","exome",NA
"OV","20%","SBS16","exome",NA
"OV","25%","SBS16","exome",NA
"OV","30%","SBS16","exome",NA
"OV","35%","SBS16","exome",NA
"OV","40%","SBS16","exome",NA
"OV","45%","SBS16","exome",NA
"OV","50%","SBS16","exome",NA
"OV","55%","SBS16","exome",NA
"OV","60%","SBS16","exome",NA
"OV","65%","SBS16","exome",NA
"OV","70%","SBS16","exome",NA
"OV","75%","SBS16","exome",NA
"OV","80%","SBS16","exome",NA
"OV","85%","SBS16","exome",NA
"OV","90%","SBS16","exome",NA
"OV","95%","SBS16","exome",NA
"OV","5%","SBS17a","genome",NA
"OV","10%","SBS17a","genome",NA
"OV","15%","SBS17a","genome",NA
"OV","20%","SBS17a","genome",NA
"OV","25%","SBS17a","genome",NA
"OV","30%","SBS17a","genome",NA
"OV","35%","SBS17a","genome",NA
"OV","40%","SBS17a","genome",NA
"OV","45%","SBS17a","genome",NA
"OV","50%","SBS17a","genome",NA
"OV","55%","SBS17a","genome",NA
"OV","60%","SBS17a","genome",NA
"OV","65%","SBS17a","genome",NA
"OV","70%","SBS17a","genome",NA
"OV","75%","SBS17a","genome",NA
"OV","80%","SBS17a","genome",NA
"OV","85%","SBS17a","genome",NA
"OV","90%","SBS17a","genome",NA
"OV","95%","SBS17a","genome",NA
"OV","5%","SBS17a","exome",NA
"OV","10%","SBS17a","exome",NA
"OV","15%","SBS17a","exome",NA
"OV","20%","SBS17a","exome",NA
"OV","25%","SBS17a","exome",NA
"OV","30%","SBS17a","exome",NA
"OV","35%","SBS17a","exome",NA
"OV","40%","SBS17a","exome",NA
"OV","45%","SBS17a","exome",NA
"OV","50%","SBS17a","exome",NA
"OV","55%","SBS17a","exome",NA
"OV","60%","SBS17a","exome",NA
"OV","65%","SBS17a","exome",NA
"OV","70%","SBS17a","exome",NA
"OV","75%","SBS17a","exome",NA
"OV","80%","SBS17a","exome",NA
"OV","85%","SBS17a","exome",NA
"OV","90%","SBS17a","exome",NA
"OV","95%","SBS17a","exome",NA
"OV","5%","SBS17b","genome",NA
"OV","10%","SBS17b","genome",NA
"OV","15%","SBS17b","genome",NA
"OV","20%","SBS17b","genome",NA
"OV","25%","SBS17b","genome",NA
"OV","30%","SBS17b","genome",NA
"OV","35%","SBS17b","genome",NA
"OV","40%","SBS17b","genome",NA
"OV","45%","SBS17b","genome",NA
"OV","50%","SBS17b","genome",NA
"OV","55%","SBS17b","genome",NA
"OV","60%","SBS17b","genome",NA
"OV","65%","SBS17b","genome",NA
"OV","70%","SBS17b","genome",NA
"OV","75%","SBS17b","genome",NA
"OV","80%","SBS17b","genome",NA
"OV","85%","SBS17b","genome",NA
"OV","90%","SBS17b","genome",NA
"OV","95%","SBS17b","genome",NA
"OV","5%","SBS17b","exome",NA
"OV","10%","SBS17b","exome",NA
"OV","15%","SBS17b","exome",NA
"OV","20%","SBS17b","exome",NA
"OV","25%","SBS17b","exome",NA
"OV","30%","SBS17b","exome",NA
"OV","35%","SBS17b","exome",NA
"OV","40%","SBS17b","exome",NA
"OV","45%","SBS17b","exome",NA
"OV","50%","SBS17b","exome",NA
"OV","55%","SBS17b","exome",NA
"OV","60%","SBS17b","exome",NA
"OV","65%","SBS17b","exome",NA
"OV","70%","SBS17b","exome",NA
"OV","75%","SBS17b","exome",NA
"OV","80%","SBS17b","exome",NA
"OV","85%","SBS17b","exome",NA
"OV","90%","SBS17b","exome",NA
"OV","95%","SBS17b","exome",NA
"OV","5%","SBS18","genome",5.391
"OV","10%","SBS18","genome",5.958
"OV","15%","SBS18","genome",6.598
"OV","20%","SBS18","genome",7.052
"OV","25%","SBS18","genome",7.17
"OV","30%","SBS18","genome",8.72
"OV","35%","SBS18","genome",9.627
"OV","40%","SBS18","genome",10
"OV","45%","SBS18","genome",11.073
"OV","50%","SBS18","genome",12.01
"OV","55%","SBS18","genome",12.371
"OV","60%","SBS18","genome",13.1
"OV","65%","SBS18","genome",14.475
"OV","70%","SBS18","genome",15.808
"OV","75%","SBS18","genome",16.915
"OV","80%","SBS18","genome",19.416
"OV","85%","SBS18","genome",22.916
"OV","90%","SBS18","genome",25.588
"OV","95%","SBS18","genome",30.889
"OV","5%","SBS18","exome",NA
"OV","10%","SBS18","exome",NA
"OV","15%","SBS18","exome",NA
"OV","20%","SBS18","exome",NA
"OV","25%","SBS18","exome",NA
"OV","30%","SBS18","exome",NA
"OV","35%","SBS18","exome",NA
"OV","40%","SBS18","exome",NA
"OV","45%","SBS18","exome",NA
"OV","50%","SBS18","exome",NA
"OV","55%","SBS18","exome",NA
"OV","60%","SBS18","exome",NA
"OV","65%","SBS18","exome",NA
"OV","70%","SBS18","exome",NA
"OV","75%","SBS18","exome",NA
"OV","80%","SBS18","exome",NA
"OV","85%","SBS18","exome",NA
"OV","90%","SBS18","exome",NA
"OV","95%","SBS18","exome",NA
"OV","5%","SBS19","genome",NA
"OV","10%","SBS19","genome",NA
"OV","15%","SBS19","genome",NA
"OV","20%","SBS19","genome",NA
"OV","25%","SBS19","genome",NA
"OV","30%","SBS19","genome",NA
"OV","35%","SBS19","genome",NA
"OV","40%","SBS19","genome",NA
"OV","45%","SBS19","genome",NA
"OV","50%","SBS19","genome",NA
"OV","55%","SBS19","genome",NA
"OV","60%","SBS19","genome",NA
"OV","65%","SBS19","genome",NA
"OV","70%","SBS19","genome",NA
"OV","75%","SBS19","genome",NA
